Frame,Min_val,Max_val
frame_0259,-0.3778100311756134,0.49638810753822327
frame_0279,-0.39183422923088074,0.4767710566520691
frame_0246,-0.3639317750930786,0.5157328248023987
frame_0098,-0.39697161316871643,0.8429138660430908
frame_0232,-0.3615897595882416,0.4432532489299774
frame_0066,-0.40410539507865906,0.9200757741928101
frame_0028,-0.41388291120529175,0.9489065408706665
frame_0137,-0.3821486830711365,0.7838894128799438
frame_0112,-0.3961651623249054,0.8501700758934021
frame_0249,-0.3672083914279938,0.530127763748169
frame_0020,-0.4135496914386749,0.905013382434845
frame_0309,-0.35844793915748596,0.4387676417827606
frame_0224,-0.36876407265663147,0.4241854250431061
frame_0041,-0.4212970733642578,0.992216944694519
frame_0094,-0.40047240257263184,0.8271772265434265
frame_0274,-0.411999374628067,0.4792681634426117
frame_0018,-0.41411471366882324,0.8902056813240051
frame_0262,-0.38316771388053894,0.48217248916625977
frame_0286,-0.3659423887729645,0.4586640000343323
frame_0133,-0.3884792923927307,0.7454161643981934
frame_0270,-0.4052548110485077,0.4395526349544525
frame_0010,-0.4143560826778412,0.43815645575523376
frame_0205,-0.38284042477607727,0.5301360487937927
frame_0297,-0.346928209066391,0.43677374720573425
frame_0113,-0.39741554856300354,0.8406128883361816
frame_0084,-0.40479302406311035,0.8524042367935181
frame_0283,-0.3658321797847748,0.48361942172050476
frame_0149,-0.38551199436187744,0.7373766899108887
frame_0231,-0.3627030849456787,0.43137168884277344
frame_0248,-0.3666788935661316,0.5333333611488342
frame_0005,-0.4145036041736603,0.4354868233203888
frame_0276,-0.4066269099712372,0.49086880683898926
frame_0256,-0.37028059363365173,0.499582439661026
frame_0278,-0.3990930914878845,0.46583089232444763
frame_0129,-0.3891978859901428,0.7815885543823242
frame_0055,-0.4066939055919647,0.9455279111862183
frame_0237,-0.3613720238208771,0.4759453535079956
frame_0116,-0.39457157254219055,0.8282300233840942
frame_0023,-0.4190080165863037,0.9247884154319763
frame_0136,-0.383486270904541,0.7646036148071289
frame_0019,-0.414131224155426,0.8839459419250488
frame_0013,-0.4151710867881775,0.8573126196861267
frame_0080,-0.3990305960178375,0.8469860553741455
frame_0123,-0.39632439613342285,0.8558926582336426
frame_0174,-0.388440877199173,0.6049484610557556
frame_0304,-0.3453652262687683,0.43039312958717346
frame_0099,-0.3918223977088928,0.8427554368972778
frame_0014,-0.41047602891921997,0.8654187321662903
frame_0022,-0.4197809100151062,0.9218477606773376
frame_0247,-0.366767555475235,0.5274673700332642
frame_0058,-0.40442243218421936,0.929166853427887
frame_0166,-0.3842409551143646,0.62776118516922
frame_0078,-0.39433783292770386,0.8634417653083801
frame_0056,-0.405198872089386,0.9388709664344788
frame_0033,-0.42039474844932556,0.9402717351913452
frame_0011,-0.41485264897346497,0.5940163135528564
frame_0079,-0.39308106899261475,0.8534845113754272
frame_0031,-0.41538500785827637,0.956045925617218
frame_0002,-0.41494324803352356,0.43302828073501587
frame_0063,-0.3999711871147156,0.9253671765327454
frame_0163,-0.3873266279697418,0.6431900858879089
frame_0290,-0.36070895195007324,0.4484865963459015
frame_0108,-0.3978385031223297,0.8693370819091797
frame_0109,-0.39760538935661316,0.8767116665840149
frame_0139,-0.38593730330467224,0.7449865341186523
frame_0052,-0.40923985838890076,0.9665626883506775
frame_0150,-0.38604220747947693,0.738213837146759
frame_0074,-0.4052300751209259,0.8710127472877502
frame_0072,-0.40373578667640686,0.8949422836303711
frame_0147,-0.3892385959625244,0.7464050054550171
frame_0057,-0.40596115589141846,0.9315915107727051
frame_0189,-0.38873764872550964,0.5152540802955627
