Frame,Min_val,Max_val
frame_0259,0.7454425692558289,0.9068905711174011
frame_0279,0.7624809741973877,0.9077229499816895
frame_0246,0.74151211977005,0.9044046401977539
frame_0098,0.7406885623931885,0.9662483334541321
frame_0232,0.7381759285926819,0.9083327651023865
frame_0066,0.7510347962379456,0.983026921749115
frame_0028,0.752152144908905,0.9890446066856384
frame_0137,0.743925154209137,0.9552444815635681
frame_0112,0.7397434115409851,0.9678012132644653
frame_0249,0.7483258843421936,0.9051584601402283
frame_0020,0.7524523735046387,0.9796695709228516
frame_0309,0.7470470666885376,0.9061685800552368
frame_0224,0.7363918423652649,0.9046004414558411
frame_0041,0.7524685263633728,0.9983224272727966
frame_0094,0.7421729564666748,0.9630597233772278
frame_0274,0.765137255191803,0.9075314402580261
frame_0018,0.7530723810195923,0.976566731929779
frame_0262,0.7434989213943481,0.9069428443908691
frame_0286,0.7535673379898071,0.9058618545532227
frame_0133,0.743773877620697,0.947350800037384
frame_0270,0.7549192309379578,0.906947672367096
frame_0010,0.7520501017570496,0.9068630337715149
frame_0205,0.7556590437889099,0.905378520488739
frame_0297,0.7494877576828003,0.9050136208534241
frame_0113,0.7397429943084717,0.9658186435699463
frame_0084,0.7445641160011292,0.9689341187477112
frame_0283,0.7554134130477905,0.9069393873214722
frame_0149,0.7472823858261108,0.9453465342521667
frame_0231,0.7395244240760803,0.9071382880210876
frame_0248,0.746849775314331,0.9052166938781738
frame_0005,0.7490378618240356,0.9068379998207092
frame_0276,0.766528308391571,0.9075128436088562
frame_0256,0.7446807622909546,0.9066309332847595
frame_0278,0.7636721134185791,0.9074655175209045
frame_0129,0.7439289689064026,0.9546308517456055
frame_0055,0.7525647282600403,0.9884220361709595
frame_0237,0.7374380230903625,0.9115170240402222
frame_0116,0.7403725981712341,0.9634400010108948
frame_0023,0.7516528367996216,0.9839376211166382
frame_0136,0.7447802424430847,0.9514316320419312
frame_0019,0.7530309557914734,0.9752458930015564
frame_0013,0.7531121969223022,0.9695714116096497
frame_0080,0.7450054883956909,0.9677091836929321
frame_0123,0.7422939538955688,0.9695291519165039
frame_0174,0.7579599618911743,0.9201240539550781
frame_0304,0.7470597624778748,0.9052834510803223
frame_0099,0.7405910491943359,0.9662019610404968
frame_0014,0.7531505823135376,0.9713490605354309
frame_0022,0.7513899803161621,0.9832618832588196
frame_0247,0.7448650598526001,0.9047508835792542
frame_0058,0.7536553144454956,0.9849940538406372
frame_0166,0.7531968951225281,0.9240871667861938
frame_0078,0.7453376650810242,0.9712211489677429
frame_0056,0.7530187964439392,0.9870193600654602
frame_0033,0.7521271109580994,0.9872041344642639
frame_0011,0.752204418182373,0.9132580757141113
frame_0079,0.7447367906570435,0.9691452383995056
frame_0031,0.7521807551383972,0.9905860424041748
frame_0002,0.750970721244812,0.9062230587005615
frame_0063,0.75187087059021,0.9840409755706787
frame_0163,0.7523595094680786,0.9265720844268799
frame_0290,0.7530056834220886,0.9055013656616211
frame_0108,0.7397891283035278,0.9720441699028015
frame_0109,0.7394102811813354,0.9735262393951416
frame_0139,0.7448927164077759,0.9473495483398438
frame_0052,0.7492693662643433,0.9928297996520996
frame_0150,0.7468198537826538,0.9455902576446533
frame_0074,0.7469667792320251,0.9728330373764038
frame_0072,0.747490644454956,0.9778090715408325
frame_0147,0.746963620185852,0.9471271634101868
frame_0057,0.7535152435302734,0.9854835867881775
frame_0189,0.7582867741584778,0.9047278165817261
frame_0140,0.7446713447570801,0.9479588866233826
frame_0127,0.7439584136009216,0.9571283459663391
frame_0091,0.7424826622009277,0.9629037380218506
frame_0124,0.7421467900276184,0.9678965210914612
frame_0268,0.7475610375404358,0.9075341820716858
frame_0175,0.7574984431266785,0.9200304746627808
frame_0047,0.750305712223053,0.986481785774231
frame_0068,0.749794602394104,0.9841147065162659
frame_0158,0.7499868869781494,0.9298551082611084
frame_0126,0.743369460105896,0.9585916996002197
frame_0204,0.7560371160507202,0.9064931273460388
frame_0193,0.7617619037628174,0.9048442840576172
