Frame,Min_val,Max_val
frame_0098,-0.4900738298892975,0.6039971113204956
frame_0232,-0.42996808886528015,0.46643689274787903
frame_0066,-0.5051310658454895,0.7568827867507935
frame_0028,-0.47442466020584106,0.8668438792228699
frame_0137,-0.43881288170814514,0.457008957862854
frame_0112,-0.46629372239112854,0.5125333666801453
frame_0020,-0.4727455675601959,0.8661877512931824
frame_0224,-0.43079471588134766,0.4620010554790497
frame_0041,-0.48806232213974,0.834375262260437
frame_0094,-0.4931551516056061,0.6343362927436829
frame_0018,-0.4704613983631134,0.8659284710884094
frame_0133,-0.4395430088043213,0.4562901258468628
frame_0010,-0.466106653213501,0.8360742926597595
frame_0205,-0.4346589148044586,0.45678287744522095
frame_0113,-0.4596850275993347,0.5108938813209534
frame_0084,-0.49742835760116577,0.6644311547279358
frame_0149,-0.4378930628299713,0.4454496204853058
frame_0231,-0.42955324053764343,0.46500736474990845
frame_0005,-0.4676726162433624,0.8192483186721802
frame_0129,-0.44804847240448,0.4769832193851471
frame_0055,-0.49810001254081726,0.7985826134681702
frame_0237,-0.4287627637386322,0.4695133864879608
frame_0116,-0.4528166353702545,0.49324068427085876
frame_0023,-0.47517988085746765,0.8685800433158875
frame_0136,-0.4391178488731384,0.4554000198841095
frame_0019,-0.4708646237850189,0.8634620904922485
frame_0013,-0.4670085310935974,0.8605550527572632
frame_0080,-0.496096134185791,0.6907286047935486
frame_0123,-0.47274231910705566,0.5356898307800293
frame_0174,-0.43860530853271484,0.44708797335624695
frame_0099,-0.48645609617233276,0.5952224135398865
frame_0014,-0.4651956260204315,0.8619080185890198
frame_0022,-0.47463586926460266,0.8699731826782227
frame_0058,-0.5022624135017395,0.7754803895950317
frame_0166,-0.4394790828227997,0.45037350058555603
frame_0078,-0.5009560585021973,0.7081237435340881
frame_0056,-0.4997410476207733,0.7882376313209534
frame_0033,-0.47706836462020874,0.8531985878944397
frame_0011,-0.4632643759250641,0.8449407815933228
frame_0079,-0.5020121932029724,0.7049044966697693
frame_0031,-0.47843030095100403,0.8609177470207214
frame_0002,-0.47081080079078674,0.8032819628715515
frame_0063,-0.501434326171875,0.7478808164596558
frame_0163,-0.43839871883392334,0.4510956108570099
frame_0108,-0.4713347852230072,0.5351108312606812
frame_0109,-0.4697920083999634,0.5306119322776794
frame_0139,-0.43627527356147766,0.45343929529190063
frame_0052,-0.4939376711845398,0.8002979755401611
